timestamp,position_sol,unrealized_pnl_usd,settled_pnl_usd,total_pnl_usd
2026-01-10T09:13:05.968648,-0.100000,-0.004780,0.000000,-0.004780
2026-01-10T09:23:03.513175,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:23:34.250078,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:24:04.844140,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:24:35.520103,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:25:06.147271,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:25:36.734962,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:27:15.627365,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:27:46.143380,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:28:16.589162,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:28:47.044157,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:29:17.566758,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:29:48.099480,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:30:18.541464,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:30:49.272634,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:31:19.715026,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:31:50.187077,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:32:20.648589,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:32:51.089429,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:33:21.591334,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:33:52.061424,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:34:22.499181,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:34:52.952862,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:35:23.412367,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:35:53.898534,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:36:24.369032,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
2026-01-10T09:36:54.842267,0.117166,-0.100000,0.000166,0.17,-0.004780,0.000000,-0.004780
